nuris jenner,Азаматсыз ийгилик 👍,0,2023-04-10T19:26:57Z,s0uNLzMmNRc
Назира Абдуллаева,Сакендер иштейт кыргыздар кырылаткен кен ден-соолуктан кетип Индияга каттап 🤦🏻‍♀️,0,2023-04-10T19:26:33Z,s0uNLzMmNRc
Айым Акенова,"Качан онугобуз!??  Качан цивилизация келет биз тарапка.??   Кругозор, мировозрение олуп калган бизде, эски тушунук менен жапайы народ болуп калып кеткенбиз!!   Мээ иштейт, тил бар, дух бар, намыс  ото кучтуу, а неге алдыга жыла албайбыз!?  Анткени  биринди бирин колдоп, очередьтеп котормолобой, наоборот бириндин готун бирин чукуп, бириндин гошун бирин жеп, атандашуу, коро албастык, ушак айтуу, ичи таарлык кылып журосунор...!",1,2023-04-10T19:25:43Z,s0uNLzMmNRc
Элида Суранбаева,Ар кандай оорулар ушундайлардан Улам кобойуп атат,0,2023-04-10T19:24:57Z,s0uNLzMmNRc
Замир Сыдыков,Молодец Улукбек ✊✊✊👍👍👍👍,0,2023-04-10T19:22:18Z,s0uNLzMmNRc
Айым Акенова,"Ошончо минустарын коруп билип туруп деле кайра барып тамагын жеп атышпайбы карапайым эл!!!  Алынар жетсе ресторандан тамактангыла! Никто вас не заставляет там питаться!!! Чонтогунорго, алынарга жараша требовать эткилечи, бирине бирин баатыр боло бербей!?? Лучше помогите им устоновить воду, пожалейте этих женщин, которые голыми руками химия сууга колун салып эртен кечке тикеме тик туруп идиш жууп аткан...!  Бироонун жумушу оной коруно берет, с начало сами попробуйте что либо начать, открыть, и двигаться!!!",1,2023-04-10T19:20:32Z,s0uNLzMmNRc
Жоомарт Акматов,😮😮😮,0,2023-04-10T19:20:26Z,s0uNLzMmNRc
Алтынай Тохтобаева,Жаптыргыла  болбосо элди олтурот палит уяты жоктор эптеп акча болсо болду,0,2023-04-10T19:18:33Z,s0uNLzMmNRc
Руслан Пайизов,Эмне Кыргыздарга болоберет дегениби булардын. 😡,0,2023-04-10T19:18:28Z,s0uNLzMmNRc
Айдайкыз Орунбаева,"Тооба, губка эмнеге фарш менен кошо турат?😮😢",0,2023-04-10T19:17:29Z,s0uNLzMmNRc
Айым Акенова,"Бирине бирин баатыр болбой, хотя бы орозонун кунундо наалат албай эле койбойсунарбы, коруучулор колдоп кое берет, жамандап туруп кайрале барып тамагын жей берет, 100 адам силерди туура кылдын деген болсо, 10 адам отто нааразы..!  Идеальный условия, идеальный тазалык болуу учун акчасы да ошого жараша болот, мисалы ресторан эмес го ал жер, за копейки тамактанып, анда да нааразы болуп кетишет,  ал жерге естественно шам-шум эткени 1ден самсы жегени эле барышат. Андай жерди забегаловка деп коёт, таксисттер, комурчулор, стройкадагылар, анан карапайым эл барат..   Тим эле 1 миллион аларга откоруп койгондой эле требовать этесинер да, бальким алардын да силерге айта албаган себептери бардыр, озунор суу орнотуп берип койгула анда ушунчалык эле всемогущий болсонор.!!  Адамдын кемчилигин жаап жашырып, анын онолуусуна жардам бергендин ордуна, бут мамлекетке жарыя кылып, ресторанды текшергендей эле тим эле требовать этесинер го, озунор бир деме жасадынарбы ошондой суроо бергидей!!??  Только табалап, жемелегенди билесинер!!  Алынар жетсе чондордон баштабайсынарбы, карапайым элден баштабастан!!!!",0,2023-04-10T19:15:40Z,s0uNLzMmNRc
Zarina Mamatzhanova,Азаматсыз ыраазыбыз мила канчалык зыян чала чайкалып оорулар кобойуп жататда,0,2023-04-10T19:13:46Z,s0uNLzMmNRc
Бубатма,Улукбек Кыргызстан боюнча колдойт себеп Эл учун чындыкты ачыкка чыгарган таза жигит кайтпа  Эл колдойт озгорбо  акчага алданба пахта койгуч болуп иштебе ото туура иштеген элдик кишисин Алга Улукбек,0,2023-04-10T19:12:41Z,s0uNLzMmNRc
Назира Абдуллаева,Улукбек молодец ✊🏻✊🏻адам ден-соолугу ойлонбойт булар 🤦🏻‍♀️эптеп акча тапмай,0,2023-04-10T19:10:20Z,s0uNLzMmNRc
Бермет,Үч Тал.Залатая вилка кафесин да текшергиле.,0,2023-04-10T19:06:17Z,s0uNLzMmNRc
Бексултан Арапов,Мырзалимдин самса канасына Байкот жарйалайбыз мен муну билбей жейберетелем санитардык норма жок экен,0,2023-04-10T19:05:13Z,s0uNLzMmNRc
VOLVO FH,Улукбек азаматсын чириген чириктерди текшерген орган жок буларды жаакшылап текшериш керек качан отравления болгондо иш козгобой анда кеч болот,0,2023-04-10T18:55:15Z,s0uNLzMmNRc
Bekmurat Markabayev,Жебегиле десе жейбизда куноо озубуздо Улукбек мырза туура текшериб жатат жабылсын,0,2023-04-10T18:54:43Z,s0uNLzMmNRc
Marat Gairat,"Жакшысы уйдон еле тамактангыла, дагы озунор билесинер",0,2023-04-10T18:53:13Z,s0uNLzMmNRc
ОИЛАМ БОЙЛИГИМ,АСТАГФРУЛЛОХ 😮,0,2023-04-10T18:42:02Z,s0uNLzMmNRc
MYYZAM PM,Цанапиндери болсо акча алып алып кетет да.,0,2023-04-10T18:37:15Z,s0uNLzMmNRc
Нуркалый Пазылов,Жабыш керек булар тосуп жакшына кылып шарттарын анан иштегенге уруксат бериш керек буларга,0,2023-04-10T18:36:06Z,s0uNLzMmNRc
MYYZAM PM,"Жаман айтып жакшы жок деп коет эмесби, но кандай адамдар жашаса ошондой кызмат кылышат да тейлоолор дагы ошондой болот да. Озулоруно баары бир да, оштун эли баары деп айтпайм, но 60-70% они заслуживают такую отношение. Оштун эли талалап Цыгандай болуп тентип журсо узбектер келип алып каалаганын кылышат да.",0,2023-04-10T18:35:48Z,s0uNLzMmNRc
Зайлабидин Орунбаев,Ноокаттын карап берсе маладес,0,2023-04-10T18:35:33Z,s0uNLzMmNRc
Абдималик Сатаев,Фуу ёлки 😢и по цене не реально слишком дорого,0,2023-04-10T18:34:53Z,s0uNLzMmNRc
Нуке Бро,Сан эпидемна дзор самсы жэп адуши ука ишти кыл деп кеттетда😂😂😂,0,2023-04-10T18:25:13Z,s0uNLzMmNRc
Жибек Абдиламитова,Туугандарыбыз  жан талашып  иштеп жатат кызыбыз  барып  чай сурап акча  берип  ичип  жатат.Миласы куюлган  пиалага  чай  ичкиче  уйундо  элэ  ичип  албайбы.,0,2023-04-10T18:22:55Z,s0uNLzMmNRc
Улукбек,"эх кыргыз элим 😢өзүбүзгө оорууну сатып эле алат экенбиз.Аллах таала бекер,таптаза ден соолук берсе ошону баалап албай ,ооруну акчага сатып алабыз😢",0,2023-04-10T18:22:50Z,s0uNLzMmNRc
Нуке Бро,Губка олуп кетсин самсы отто кичинекей кымбат алган акчасын актай турган болуш керекта таразадан урбай,0,2023-04-10T18:22:44Z,s0uNLzMmNRc
Чубак Осмонканов,Эмнебизге мусулманбыз дейбиз анан😡,0,2023-04-10T18:21:52Z,s0uNLzMmNRc
Айзада Абдуллаева,ОМУРУН УЗУУН БОЛСУН УЛУКБЕК БАР БОЛ ДАЙЫМА,0,2023-04-10T18:20:41Z,s0uNLzMmNRc
Адилет,"Озбектердин кафе чайханаларын текшергиле Джалал Абадта 
Кыргыздар жейберет деп урдура беришет 
Молодец брат жакшы иштеп жатасын",0,2023-04-10T18:17:31Z,s0uNLzMmNRc
Азамат Трукменов,"Акмакчылык, элди мал катарыда корбогондук,  тазалык сакталбагандыктан гепатит кун санап осуп жатат, элдин убалынан коркпогон эшектер.",0,2023-04-10T18:16:37Z,s0uNLzMmNRc
Тахмина Сансызбаева,Акчасын алат ишти кыла беришет.,0,2023-04-10T18:15:38Z,s0uNLzMmNRc
Адилет,"Губка химикатан жазалата 
Жаныбы ескиби",0,2023-04-10T18:15:14Z,s0uNLzMmNRc
Элиза Нишанбаева,Посудаларды  чайкаганын кордунорда..канча оорулар ошол чала чайкалган идиштерден жугат..,0,2023-04-10T18:14:54Z,s0uNLzMmNRc
Элиза Нишанбаева,Озбектер чынында палит иштешет.бул кыргыздар жейберишет дегендей...ошол самсаны уй шартындале жасап жегиле..,0,2023-04-10T18:13:55Z,s0uNLzMmNRc
Нуртилек Пирматов,ЭНН ТУУРА УСЛОВИЯ ЖОК АДАМ ТОЛЛО ДАЖЕ КОЛ ЖУУГУЧ ЖЕРИ НОРМ ЭМЕС,0,2023-04-10T18:09:11Z,s0uNLzMmNRc
Мамырбаева Майрам,Размат сизге болду мн жебейм еми,0,2023-04-10T18:08:01Z,s0uNLzMmNRc
Тахмина Сансызбаева,Туалетке барып келип мурдуларын кармап анан аралаштырып жаткандыр балким. Тырнактарын карагыла наалат силерге.,0,2023-04-10T18:07:28Z,s0uNLzMmNRc
Алмазбек Саттаров,Посуда моечный машиналардан алып койгула деп айтыш керекта санпинстанция.,1,2023-04-10T18:06:30Z,s0uNLzMmNRc
Пвшурр Рвлуро,🤔,0,2023-04-10T18:06:14Z,s0uNLzMmNRc
Тахмина Сансызбаева,Жевей эле койсо болотго барбай коюш керек Ошо эле. Мен коруп алып конум айланып чыктыго . Кускум келип,0,2023-04-10T18:05:52Z,s0uNLzMmNRc
Мая Алишева,"Туугандар кудайдан коркула.Адамдардын ден- соолугу, биринчи ооруунда! Бул самсакана жабылсын! Башкаларга да сабак болсун!",0,2023-04-10T18:05:41Z,s0uNLzMmNRc
Аида К,Камырдыго колун жууп колдо кылма эч нерсе эмес бирок тазалыка карабайт экенда,0,2023-04-10T18:05:13Z,s0uNLzMmNRc
Alfinur Ali,Ебааа че за фарш детский ванада 🤮🤮🤮,0,2023-04-10T18:01:30Z,s0uNLzMmNRc
Гульмира Закирова,Ассалому алейкум оорунун баары эле  ушул тамак-аштан болуп атат таза туура тамактаналы бир тууган мила-фери деген мн жуулган идиш вообще болбойт!,0,2023-04-10T18:00:10Z,s0uNLzMmNRc
Уулкан Осмонова,10жыл мурун денег элем.Ошондо ушундай акыбал болчу.Эч нерсе озгоруш жок.тарелкасы пиаласын конце аппетитин олот.🤤,0,2023-04-10T17:58:22Z,s0uNLzMmNRc
Жылдыз Сулайманова,Губканы оздоруно жедириш керик,0,2023-04-10T17:58:18Z,s0uNLzMmNRc
v Jashtar Tv,Озбек басат Экен да а Кыргызстанды,0,2023-04-10T17:55:07Z,s0uNLzMmNRc
Asel Tolonova,Ошол учун ар кандай оорулар коп эч ким карабайт текшербейт ужаааас🥵🥵🥵,0,2023-04-10T17:54:46Z,s0uNLzMmNRc
Ырысгул,"Саламатсызбы азаматсыз озгочо тырмак менен идиш жууганын караганыныз ото сонун болду,не сахарда буларга конул бурулбайт.😊",0,2023-04-10T17:53:48Z,s0uNLzMmNRc
муамуар Каддафи,Дагы бир тешик тешиги бар тагара алып туруп сыркытып койсо болот этти,0,2023-04-10T17:52:56Z,s0uNLzMmNRc
Катя кку Кку,Не сахар ды туурашат да чиркин,0,2023-04-10T17:52:17Z,s0uNLzMmNRc
Жениш Сатыбеков,Улукбек маладес ишине ийгилик кыргызга керектуу жигитсин,0,2023-04-10T17:49:43Z,s0uNLzMmNRc
Nomer Birinchi,Мирзалим ото мээси жок экен мындай самсаканаалар жабылсын,0,2023-04-10T17:46:37Z,s0uNLzMmNRc
Gulnara Mamajaniva,Улукбек номери бер менде видео факты менен адамдарды алдап сатат,0,2023-04-10T17:46:36Z,s0uNLzMmNRc
Руслан Сулайманов,"Ана силерге цирроз печени, боор, бөйрөк алмаштыруу.",0,2023-04-10T17:44:58Z,s0uNLzMmNRc
Руслан Сулайманов,Кыргызча сүйлөгүлө жетимдер.,0,2023-04-10T17:42:50Z,s0uNLzMmNRc
Кумуш Омурзакова,"Кудай сактасын,ооруканаларда миңдеген адамдар дартына дабаа таба албай,жардам сурап,андан калса жапжаш адамдар өмүр менен кош айтышып кетишүүдө,эл менен иши жок,акчаны гана ойлоп,эч кимди тоготпогон мындай адамдар Ошто көөп,катуу текшерсе,санэпидстанция деле акча берсе,көзүн жуумуп кете берет,катип көчөдөн жебей коёбуз,үйдөн жегиле,не сахар,Улукбекке, Ыдырыска окшогон эл ойлогон азаматтар жардамга келип,колдогула,булар хан сарайларда,машинанын эң күчтүүсүн минишет,Оштогу эмес,Кудайды да тааныбай бой көтөрүшөт,шылуундар",0,2023-04-10T17:42:39Z,s0uNLzMmNRc
Esengeldieva aigul,Ишиңе ийгилик,0,2023-04-10T17:41:29Z,s0uNLzMmNRc
Hdhdhhdh Bdhhdhdh,Улукбек ишине ийгилик сендей балдар кобойсунчу мен сенден Бир отунуч тон районундагы боконбай айылындагы оруу кананы жана жанындагы торт кул айылындагы оруу кананы бир жонго салчы врачтар орой кубалайт,0,2023-04-10T17:40:32Z,s0uNLzMmNRc
Malika Almazbekova,Молодец  Карыбек уулу👍👍👍👍,0,2023-04-10T17:39:36Z,s0uNLzMmNRc
Байел Момунов,Перчатки кыргызстанда жашабайт😂,0,2023-04-10T17:38:56Z,s0uNLzMmNRc
Алия,Кулдоп жуугула чайнектерди😅,0,2023-04-10T17:38:36Z,s0uNLzMmNRc
Alina Paint,Эгер чанды алып койсо адамдын иммунитети тушуп кетет,0,2023-04-10T17:36:20Z,s0uNLzMmNRc
Беркут Орелов,Улукбек ийгилик болсун,0,2023-04-10T17:35:58Z,s0uNLzMmNRc
Alina Paint,Жолдун бойу чан болот да,0,2023-04-10T17:35:36Z,s0uNLzMmNRc
Anvarjon Iskandarov,Э ИТ киргиз неге сен узбектерге тийишватасын,0,2023-04-10T17:35:27Z,s0uNLzMmNRc
Alina Paint,Не справедливо бир жактан карап корсок,0,2023-04-10T17:35:11Z,s0uNLzMmNRc
Zaza Mumu,Жабылсын,0,2023-04-10T17:35:01Z,s0uNLzMmNRc
Шабданбек Аликов,Жавылсын чара корулсун ичким кирвегиле ошо самсаны уйундо кылып бериле.,0,2023-04-10T17:33:38Z,s0uNLzMmNRc
Асел Атамбаева,Бала жуунткан ваннаго фарш салган идиши 🤮🤮🤮,0,2023-04-10T17:33:18Z,s0uNLzMmNRc
Марс Джолчиев,ИсламизациияииИяи,0,2023-04-10T17:32:43Z,s0uNLzMmNRc
Лимон KG,"Элди тейлеп ушунча акча таап жатасынар, чычкандай самсанардын баасы 95 сом, эмнеге мынча бааны которуп жатасынар десе былтыйып унчукпай кутулушат. Самсы стакан жерге Кыргыз кыздарды коюп коет. Ушунча киреше тапкан ишкер заманбап самсакана куруп, тандырын, чай ишчу жерлерин, идиш жуучу жердерин таза тыкан кылса атагы алыска таркап эл сыйлаган жерге айланат да. Булар ККМ аппарат дагы колдонушпайт, салыкты толошпойт. Уят ушунун кожоюнуна, шытыратып кечинде акчаны санап курсакты тырмап, конурукту кош тартып уктайт да уялбай. Идиштерин корсон илгерки Сталиндин убагындагы эски желим тарелкалар, служанка аялдар майланышкан тряпка менен столдун устун шыбап, баттап кетишет. Эээээ уяты жоктор, акчанын кулусунар да......",0,2023-04-10T17:32:19Z,s0uNLzMmNRc
Убайдуллох Мухсин,Депутаттарды кафесини да ошондой текшира аласынбы? Карапайым элден башкасыны текшера албайт булдар,1,2023-04-10T17:32:08Z,s0uNLzMmNRc
Аргенали Маматумаров,Ваннага кимдер  жуубунбаган эт аралаштырып фуу,0,2023-04-10T17:31:29Z,s0uNLzMmNRc
Шабданбек Аликов,Кудайдан коркпойт бекен булар аа бети жоктор булар адам болвойтко сарттар.,0,2023-04-10T17:29:09Z,s0uNLzMmNRc
Kanishai Kasymova,"Элдер да кызык, карап отурбайбы? Бекер берип жаткансып кире бербей. Спрос бар значит иштеп жатат. Корунуп эле туратко кандай экени. Акчага сатып алып жаткандан кийин, карап отуруш керек",0,2023-04-10T17:28:43Z,s0uNLzMmNRc
Алия,Сан эпиддегилерге акча берип койсо болдуда.,0,2023-04-10T17:28:18Z,s0uNLzMmNRc
Шабданбек Аликов,Санитардык талапка жооп бервейт  жавылсын .,0,2023-04-10T17:27:58Z,s0uNLzMmNRc
Аргенали Маматумаров,Санопистанция оозуна жугундудан койуп пул м н башына курса башы айланган бойдон  хоп болааади деп кетишетда жугундукорлор,0,2023-04-10T17:27:57Z,s0uNLzMmNRc
Анара Жолборсова,Кол кап кийип аралаштыр десе нагло аралаштыратго,0,2023-04-10T17:27:44Z,s0uNLzMmNRc
Бахтыгул Султанова,Аллахым ыраазы болсун 🤲 омурунузго береке берсин 🤲,1,2023-04-10T17:26:45Z,s0uNLzMmNRc
Mirgul Salieva,Согуну эмип туради дейтко😂😂😂,1,2023-04-10T17:26:00Z,s0uNLzMmNRc
Шабданбек Аликов,Губканы алып барып текшерип коруш керек кандай микроб сактап жатат.,0,2023-04-10T17:24:05Z,s0uNLzMmNRc
Замир Саматов,Лейлек Раззаковко дагы келип текшерин шашлык кананы,0,2023-04-10T17:22:59Z,s0uNLzMmNRc
Алмазбек жолдошев,"Тазалыка өтөлү туугандар, баарыбыз тамактанабыз",0,2023-04-10T17:21:42Z,s0uNLzMmNRc
Баха 87,Красавчик 👍👍👍,0,2023-04-10T17:21:19Z,s0uNLzMmNRc
Самара Кошалиева,"Молодец Улук байке ишинизге ийгилик, мен негизи жийиркенем көчөдөн чай ичкенден көп кофе чайханаларда идиштери чала жууп чайкайт кудайдан коркпойт экенда",0,2023-04-10T17:20:58Z,s0uNLzMmNRc
Жоомарт Туркбаев,Куршапка тийе кетчи,0,2023-04-10T17:20:07Z,s0uNLzMmNRc
Бектур Бкетур,Урдум ушу зырзалим самсахананы Али булар эшектин этинен самсы кылабы ким билет,0,2023-04-10T17:17:52Z,s0uNLzMmNRc
Айка,"Эн биринчи очередь, губкада бактерия коп болот..",0,2023-04-10T17:16:02Z,s0uNLzMmNRc
Лимон KG,"Жайладын, кичинекей самсасы 95 сом, ото ыплас, идиш жууган жерин корсон кускун келет, шарт жок, мышык, чычкан, келемиш, ит тамак ичкен жерде ээн эркин журот",0,2023-04-10T17:15:56Z,s0uNLzMmNRc
Нуркамил Абдыразаков,"Эээ  молодец Улугбек, эркексин жакшы текшерипсин  ошту .",0,2023-04-10T17:14:40Z,s0uNLzMmNRc
Мирбек Дакеев,Кечегиде барып жедик эле 😒 болду эми барбайбыз!!!,0,2023-04-10T17:11:28Z,s0uNLzMmNRc
fff,"Улукбекти,Умарды Аллахым озу колдосун,элдин ден соолугун ойлоп оз милдетин аткарбаган жумушчулардын ишин кылып,элге таза тамак жедиргендин камын коруп эл деп жашаган инсандарыбыз аман болсун.Ушундай уулдарды кыргыз учун тарбиялаган ата энесине да алкыш болсун.Губкада качалаган бактериялар бар,милада канчалаган уулу заттар бар эмнеге оору коп ушундай тамак ашты жеп аткан учун коп тазалык жок.Элине куйбогон  оз кызыкчылыгын ойлогон мусулмандарыбыз коп Аллахтан коркушса элге таза тамак жедирмек.Эгер ушундай инсандарыбыз коп болсо Кыргызстан тез эле онолмок,эн биринчи орунда тазалык,таза тамак болушу кк.Анан оору азайат.Эл силерди колдойт,эл силер мн.",1,2023-04-10T17:10:33Z,s0uNLzMmNRc
СССР.,Кара суу га да келип кет,0,2023-04-10T17:09:08Z,s0uNLzMmNRc
Бакыт Айтыкулов,Молодец Улукбек всех благ тебе продолжай в том-же духе,0,2023-04-10T17:08:31Z,s0uNLzMmNRc
Кубанычбек Полотов,Ит атткандай атыш керек айбандарды,0,2023-04-10T17:05:54Z,s0uNLzMmNRc
Кубанычбек Полотов,Горондогун кара бул иттердин увалы жок сарттар,0,2023-04-10T17:05:26Z,s0uNLzMmNRc
Кубанычбек Полотов,Азаматсын Улукбек сарттарды чыккан жерине киргиз сукаларды кыргыздын душмандары бул акмактар биздин акчабызга озубузду уулап атат иттер,0,2023-04-10T17:03:36Z,s0uNLzMmNRc
Женгиш Курбаналиев,"Ошто основной чайханаларды озбек туугандар иштетет. Булар Кыргыздарды уулап бутмок болдуго. Азаматсын Улукбек. Текшергиле баардык чайханаларды текшерип штраф салып  жапкыла, качан таза иштетет ошондо иштетишсин.",0,2023-04-10T17:00:20Z,s0uNLzMmNRc
Махсуда Расулова,Мырзалимдин самсысы деп эле карабай жей беришет экен да озу дагы ото кымбат,0,2023-04-10T16:56:37Z,s0uNLzMmNRc
Медер Маманов,Ушунча жыл жедим ушул самсаны эрте менен да жеп кеттим бирок видеону эми кордум😂😂😂,1,2023-04-10T16:56:10Z,s0uNLzMmNRc
KYRGYZSTAN,Булар любойун оозун жана козун акча менен жабат анан текшерип да келбейт. Билген погуну жеп журоберет,0,2023-04-10T16:55:55Z,s0uNLzMmNRc
barsbek nurlanoov,"Аллахым колдосун жаман  коздон,создон 
Сактасын Азамат",0,2023-04-10T16:55:08Z,s0uNLzMmNRc
Ainagul Mamatomorova,"Жабылсын Мырзалим! Уяты жоктор губка салып койгону ашыкча болуптур,аябай жакшы коруп жейт элем🤐",0,2023-04-10T16:54:25Z,s0uNLzMmNRc
M&T,👍👍👍,0,2023-04-10T16:50:53Z,s0uNLzMmNRc
Хашим Ботобаев,😂 Аллах разы болсун. Улукбек 👍👍👍,0,2023-04-10T16:49:42Z,s0uNLzMmNRc
Kuzjibek Ibragimova,Улукбек нокатка да келгиле базарга кирсен тазалык жок печеньелардын усту жабылбайт чан басып жатат,0,2023-04-10T16:47:18Z,s0uNLzMmNRc
Надыр Надыр,Самса жеп кетишет санапситансия,1,2023-04-10T16:45:18Z,s0uNLzMmNRc
Айжан,Вай 🤮 тириктер,0,2023-04-10T16:44:49Z,s0uNLzMmNRc
Бактыгул Камилова,Аллахга чексиз шугурлор болсун. Кутуп журдум эле ушуну ким текшерет экен деп кызыгып.,0,2023-04-10T16:43:46Z,s0uNLzMmNRc
Maksat Botobaev,Молодец Улукбек каттуурак текшергиле ишинерге ийгилик болсун Аллахым озу колдосун срочно жаптыргыла!,0,2023-04-10T16:41:03Z,s0uNLzMmNRc
КЫРГЫЗ БАЛА,саламатсынбы Улукбек иштеген иштерин жакшы ушундай тамак аш текшергенде озунда колуна причатка кийип алчы эмнедеген нерселерди кармалайсын,0,2023-04-10T16:40:04Z,s0uNLzMmNRc
Сейтек Анарбаев,"Буллар онолбойт, жаптырып еле. Салыш керек,на всегда!!!!(((((((((((😢😢😢😢😢😢😢😢😢😢",0,2023-04-10T16:39:37Z,s0uNLzMmNRc
Пери,Улукбек мен сизди аябай сыйлайм! недавно чоон базардан кордум сизди колдойм мен👍,0,2023-04-10T16:38:20Z,s0uNLzMmNRc
Акмарал Акматова,Ошондуктан боор оорусу коп,0,2023-04-10T16:36:36Z,s0uNLzMmNRc
Даян Бектемиров,Акырындык менен жок болобузго тамак аштан эх,0,2023-04-10T16:36:11Z,s0uNLzMmNRc
Usonbek Tolkunbekov,Канча жыл болду иштегенине дагынделе условия жок жаптырыш керек текшергени Адам жокта ошого кегри жрот иштеп жаптыр,0,2023-04-10T16:35:58Z,s0uNLzMmNRc
Кубанычбек Эргешов,"Ээ Кыргыздар ушул жерден тамак ичип, самса жегенди токтоткулачы сураныч. Ач калсаңар да ушул жерден тамактанбагыла.",1,2023-04-10T16:35:44Z,s0uNLzMmNRc
Акмарал Акматова,Чабыш керек,0,2023-04-10T16:35:30Z,s0uNLzMmNRc
Бегимай Апсаматова,Негизи Оштуктар шалтак болушат,0,2023-04-10T16:31:47Z,s0uNLzMmNRc
Акмарал Акматова,Вот озбеки че делает аа,0,2023-04-10T16:30:10Z,s0uNLzMmNRc
Акмарал Акматова,Астофролла,0,2023-04-10T16:29:19Z,s0uNLzMmNRc
Furqad Rahmonov,"Мен эчким тарапмесмин ну жолдун бою 1,саатта нормально чан отурат ошонудагы эске алып коюнуз",0,2023-04-10T16:28:30Z,s0uNLzMmNRc
Шаанагуль Асанбеков,Улукбек балам комментариеге кошулам ишинерге чон ийгилик каалайбыз Аман болгула Аалахым колдосун ❤👏👍✋🙋‍♀️🙋‍♂️🤲,0,2023-04-10T16:26:19Z,s0uNLzMmNRc
Толгонай Назаркулова,Жаңы губка болсо да тамак ашка салса болобойт да тообо. Магазинден жаңы келген дейтгоо😃,0,2023-04-10T16:26:16Z,s0uNLzMmNRc
Шаанагуль Асанбеков,"Бул адамдарды канча жылдан бери оору кылышты, чайнегине караганда 30 жылдан ашык срочно жаап штраф  салып жоопко тартыш керек 😢😢😢",1,2023-04-10T16:24:38Z,s0uNLzMmNRc
Миргул Кожоева,"Идишти таза жуубайткен,ошон учун Кыргызстанда коп оору болуп жатат.ферини таза жуубаса",0,2023-04-10T16:24:27Z,s0uNLzMmNRc
Venera Sarieva,Сизге чооон рахмат аке . Оорулуулардын баары ушунтип көбөйөт да ушул мила  дан оруу көө чыгат да 😢,1,2023-04-10T16:22:44Z,s0uNLzMmNRc
Светлана Сазанова,Улукбек салафанга салып койду сен кеткенден кийин алып колдоно беретда,0,2023-04-10T16:22:14Z,s0uNLzMmNRc
Самара Багышова,"САНЭПИМНАДЗОР УЯЛГЫЛА БАЙ БОЛГУРЛАР, КАЧАНГА ЧЕЙИН АКЧАСЫН АЛЫП КӨЗ ЖУМАТ ЭКЕНСИҢЕР ЭЛДИН БООРУН ЦИРРОЗ КЫЛЫП.",0,2023-04-10T16:21:13Z,s0uNLzMmNRc
